merchant,category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,transaction_year,transaction_month,transaction_day,transaction_hour,age
Pouros-Conroy,shopping_pos,57.43,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.777297,-122.623192,0,2020,12,29,13,36
Kozey-Kuhlman,personal_care,11.18,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.817811,-117.755206,0,2020,12,29,13,47
Fadel-Hilpert,health_fitness,54.4,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.769242,-116.10997,0,2020,12,29,14,49
"""Terry, Johns and Bins""",misc_pos,26.17,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",42.575547,-108.502896,0,2020,12,29,14,27
Friesen-Ortiz,personal_care,8.99,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.51609,-111.731664,0,2020,12,29,14,21
Kihn Inc,shopping_pos,4.78,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.407162,-121.596872,0,2020,12,29,14,36
Lubowitz-Walte,kids_pets,68.89,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.729568,-121.943782,0,2020,12,29,14,36
Effertz LLC,entertainment,56.11,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.176155,-93.909914,0,2020,12,29,14,35
"""Metz, Russel and Metz""",kids_pets,82.44,Oakland,CA,37.7878,-122.1884,381459,Barista,37.026628,-122.876456,0,2020,12,29,14,46
Hirthe-Beie,health_fitness,96.8,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.888081,-108.765302,0,2020,12,29,14,33
"""Champlin, Rolfson and Connelly""",travel,4.61,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",38.138641,-91.150728,0,2020,12,29,14,19
Bednar Inc,travel,509.96,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.513523,-105.443863,0,2020,12,29,14,42
"""Hettinger, McCullough and Fay""",home,81.28,Parker Dam,CA,34.298,-114.156,126,Marketing executive,33.518928,-115.145664,0,2020,12,29,14,28
Cormier LLC,shopping_net,110.02,Burbank,WA,46.1966,-118.9017,3684,Musician,46.083705,-118.188613,0,2020,12,29,14,39
Connelly-Carte,home,108.34,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.054863,-101.870849,0,2020,12,29,14,38
Dibbert and Sons,entertainment,126.32,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.358719,-112.081598,0,2020,12,29,14,39
"""Ritchie, Oberbrunner and Cremin""",travel,3.88,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,35.928619,-89.716721,0,2020,12,29,14,41
"""Becker, Harris and Harvey""",personal_care,46.42,Iliff,CO,40.7692,-103.0968,648,Community arts worker,41.021687,-103.676033,0,2020,12,29,14,51
Altenwerth-Kilback,home,78.51,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.92153,-121.863782,0,2020,12,29,14,35
Leffler-Goldne,personal_care,65.32,Lowell,OR,43.921,-122.7806,1420,Systems analyst,43.871873,-123.014518,0,2020,12,29,14,55
Jast and Sons,food_dining,217.49,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.703984,-105.687744,0,2020,12,29,14,48
Friesen-Ortiz,personal_care,8.42,Manville,WY,42.73,-104.7024,241,Educational psychologist,43.179995,-103.798765,0,2020,12,29,14,40
Hilpert-Conroy,kids_pets,55.57,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",40.946387,-123.273983,0,2020,12,29,14,69
"""Schneider, Hayes and Nikolaus""",food_dining,43.8,Littleton,CO,39.5994,-105.0044,320420,Water engineer,40.440936,-104.154946,0,2020,12,29,14,45
Streich Lt,home,222.92,Wheaton,MO,36.7651,-94.0492,760,Production manager,37.062808,-94.762858,0,2020,12,29,14,35
"""Becker, Harris and Harvey""",personal_care,25.72,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",40.99402,-93.474521,0,2020,12,29,14,70
Stoltenberg-Beatty,shopping_pos,1.12,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.872137,-117.26583,0,2020,12,29,14,47
"""Hettinger, McCullough and Fay""",home,47.54,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.886782,-117.064258,0,2020,12,29,14,49
Schmeler-Howe,personal_care,16.64,Oakland,CA,37.7878,-122.1884,381459,Barista,37.721995,-121.77518,0,2020,12,29,14,46
"""Langosh, Wintheiser and Hyatt""",food_dining,24.25,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",34.148819,-116.563435,0,2020,12,29,14,32
Hamill-D'Amore,health_fitness,65.0,Jelm,WY,41.0539,-106.0763,100,Public librarian,41.343146,-105.426977,0,2020,12,29,14,46
"""O'Reilly, Mohr and Purdy""",home,83.96,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,40.620601,-105.564204,0,2020,12,29,14,42
"""Konopelski, Schneider and Hartmann""",food_dining,53.3,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,35.118496,-107.738767,0,2020,12,29,14,31
Lemke and Sons,travel,3.85,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.365201,-90.542851,0,2020,12,29,14,46
Rippin-VonRueden,health_fitness,91.82,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,45.415753,-110.199473,0,2020,12,29,14,79
Johnston-Caspe,travel,7.48,Brashear,MO,40.1959,-92.4333,805,Private music teacher,40.315935,-92.953214,0,2020,12,29,14,50
Ullrich Lt,kids_pets,117.45,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),38.81586,-120.520269,0,2020,12,29,14,53
"""Prosacco, Kreiger and Kovacek""",home,73.82,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.802864,-110.163555,0,2020,12,29,14,39
Kulas Group,health_fitness,1.41,Luray,MO,40.4931,-91.8912,519,Town planner,40.145584,-91.04302,0,2020,12,29,14,54
"""Yost, Block and Koepp""",misc_pos,4.24,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",40.979523,-98.937837,0,2020,12,29,14,47
Pagac LLC,shopping_pos,82.78,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,33.516365,-117.748383,0,2020,12,29,14,37
Block-Hauck,travel,6.11,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.733747,-93.703607,0,2020,12,29,14,28
"""Hauck, Dietrich and Funk""",kids_pets,91.4,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.783084,-111.364213,0,2020,12,29,14,53
Reilly and Sons,health_fitness,78.03,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.766933,-109.544199,0,2020,12,29,14,44
Howe PLC,entertainment,16.11,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",64.131408,-166.078151,0,2020,12,29,14,81
Larkin Lt,kids_pets,120.49,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),40.863483,-97.220097,0,2020,12,29,14,92
Carroll PLC,health_fitness,87.5,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.545443,-106.551916,0,2020,12,29,14,20
Romaguera Lt,health_fitness,73.08,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.086872,-109.799093,0,2020,12,29,14,44
Schuppe LLC,entertainment,6.54,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",41.038451,-97.169241,0,2020,12,29,14,47
"""Bahringer, Schoen and Corkery""",shopping_pos,1.76,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),45.486228,-122.024372,0,2020,12,29,14,43
Upton PLC,entertainment,161.96,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.968825,-90.52577,0,2020,12,29,14,35
Rolfson-Kunde,personal_care,3.74,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",41.876086,-104.70656,0,2020,12,29,14,32
Kihn Inc,shopping_pos,7.75,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.177985,-104.686551,0,2020,12,29,14,28
Zulauf LLC,personal_care,14.27,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,33.657307,-112.044717,0,2020,12,29,14,85
Swift PLC,kids_pets,50.69,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,40.131463,-96.048594,0,2020,12,29,14,69
Buckridge PLC,misc_pos,5.62,Arvada,CO,39.8422,-105.1097,122111,Hotel manager,39.610863,-104.211153,0,2020,12,29,14,33
Schroeder Group,health_fitness,9.98,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,41.112085,-99.143052,0,2020,12,29,14,70
Kub-Heaney,health_fitness,51.98,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.823919,-92.608762,0,2020,12,29,14,66
Erdman-Ebert,personal_care,100.4,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",39.7062,-110.189086,0,2020,12,29,14,30
Pacocha-Weissnat,kids_pets,106.27,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,34.52689,-118.433322,0,2020,12,29,14,51
"""Effertz, Welch and Schowalte""",entertainment,91.15,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.620476,-111.768075,0,2020,12,29,14,53
Schmidt-Larkin,home,271.57,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.497912,-122.921928,0,2020,12,29,14,35
Abbott-Steube,personal_care,54.51,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.461037,-101.370676,0,2020,12,29,14,38
Skiles LLC,home,37.68,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.820904,-116.930624,0,2020,12,29,14,48
"""Hahn, Douglas and Schowalte""",travel,4.05,Napa,CA,38.4549,-122.2564,94014,Airline pilot,37.856585,-122.741139,0,2020,12,29,14,35
"""Tillman, Fritsch and Schmitt""",misc_net,1.38,Manville,WY,42.73,-104.7024,241,Educational psychologist,43.177396,-105.022274,0,2020,12,29,14,40
"""Crist, Jakubowski and Littel""",home,75.44,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.885686,-110.234637,0,2020,12,29,15,33
Stoltenberg-Beatty,shopping_pos,4.92,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.061778,-105.965702,0,2020,12,29,15,20
Shanahan-Lehne,personal_care,7.83,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.338748,-109.578093,0,2020,12,29,15,33
Jakubowski Inc,home,92.23,Kissee Mills,MO,36.6704,-93.0377,1201,"""Engineer, agricultural""",37.144724,-92.684082,0,2020,12,29,15,40
Gleason-Macejkovic,shopping_net,190.69,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.971882,-117.919017,0,2020,12,29,15,21
Auer LLC,personal_care,55.89,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.077872,-122.455861,0,2020,12,29,15,46
Jast and Sons,food_dining,74.07,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.786601,-123.00956,0,2020,12,29,15,38
"""Cormier, Stracke and Thiel""",entertainment,93.46,Iliff,CO,40.7692,-103.0968,648,Community arts worker,40.096915,-103.184184,0,2020,12,29,15,51
Parker-Kunde,personal_care,77.51,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.158796,-94.65189,0,2020,12,29,15,28
"""Moore, Williamson and Emmerich""",home,98.09,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.407576,-92.835797,0,2020,12,29,15,32
Reilly and Sons,health_fitness,11.08,Littleton,CO,39.5994,-105.0044,320420,Water engineer,38.819632,-105.456627,0,2020,12,29,15,45
Greenholt Lt,health_fitness,73.74,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.133477,-105.009787,0,2020,12,29,15,42
"""Torp, Muller and Bore""",health_fitness,96.91,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,33.826405,-118.339069,0,2020,12,29,15,51
Kutch-Wilderman,home,27.12,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.388235,-100.576203,0,2020,12,29,15,38
Jast Lt,shopping_net,3.56,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.077028,-93.04049,0,2020,12,29,15,32
Stark-Koss,home,93.82,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,33.645433,-116.974551,0,2020,12,29,15,61
"""Bins, Balistreri and Beatty""",shopping_pos,7.5,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.471679,-155.267785,0,2020,12,29,15,29
Towne LLC,misc_pos,80.7,Manville,WY,42.73,-104.7024,241,Educational psychologist,43.381289,-104.222588,0,2020,12,29,15,40
Hills-Boye,personal_care,88.89,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.971644,-105.616407,0,2020,12,29,15,46
"""Crist, Jakubowski and Littel""",home,63.99,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.205708,-94.556385,0,2020,12,29,15,31
Graham and Sons,health_fitness,24.81,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,46.326484,-121.774029,0,2020,12,29,15,84
Streich Lt,home,15.09,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.492829,-123.642685,0,2020,12,29,15,43
"""Larkin, Stracke and Greenfelde""",entertainment,72.59,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.662145,-106.401825,0,2020,12,29,15,46
"""Schroeder, Wolff and Hermiston""",travel,4.41,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),42.008705,-97.900896,0,2020,12,29,15,92
Altenwerth-Kilback,home,77.06,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),45.919749,-123.941869,0,2020,12,29,15,43
Roob-Okunev,health_fitness,35.26,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.8853,-122.361554,0,2020,12,29,15,36
"""Walter, Hettinger and Kessle""",personal_care,151.09,Brashear,MO,40.1959,-92.4333,805,Private music teacher,40.155452,-93.255825,0,2020,12,29,15,50
Berge-Hills,kids_pets,117.98,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",34.596284,-116.466528,0,2020,12,29,15,48
"""Lubowitz, Terry and Stracke""",personal_care,53.39,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,35.051189,-107.08403,0,2020,12,29,15,44
Rippin-VonRueden,health_fitness,13.48,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",36.768439,-106.154653,0,2020,12,29,15,32
Mayert Group,shopping_pos,6.99,Smith River,CA,41.9404,-124.1587,1930,Web designer,42.892645,-124.677501,0,2020,12,29,15,37
"""Berge, Kautzer and Harris""",personal_care,18.7,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.373269,-117.829509,0,2020,12,29,15,61
"""Lowe, Dietrich and Erdman""",kids_pets,5.17,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",41.25964,-97.014764,0,2020,12,29,15,47
Kihn-Fritsch,food_dining,5.73,Clarksville,MO,39.3465,-90.9362,1146,Exercise physiologist,39.018434,-90.873767,0,2020,12,29,15,91
Kilback LLC,food_dining,63.39,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.360754,-120.551457,0,2020,12,29,15,47
"""Nitzsche, Kessler and Wol""",shopping_pos,8.94,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.897105,-110.168323,0,2020,12,29,15,33
Brown Inc,kids_pets,6.32,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.030788,-110.072133,0,2020,12,29,15,33
Terry Lt,home,6.66,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",42.227869,-98.260699,0,2020,12,29,15,40
Stiedemann Inc,misc_pos,8.71,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.341158,-102.096923,0,2020,12,29,15,38
Gulgowski LLC,home,138.87,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.486645,-107.533895,0,2020,12,29,15,53
"""O'Connell, Botsford and Han""",home,72.18,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.038853,-105.698018,0,2020,12,29,15,42
Bernhard-Lesch,food_dining,63.87,Burbank,WA,46.1966,-118.9017,3684,Musician,46.44924,-118.04968,0,2020,12,29,15,39
Graham and Sons,health_fitness,1.49,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,19.768968,-155.145093,0,2020,12,29,15,54
Klein Group,entertainment,76.17,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.721462,-117.282993,0,2020,12,29,15,38
Flatley Group,misc_pos,1.09,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.240008,-92.885217,0,2020,12,29,15,48
Leffler-Goldne,personal_care,72.73,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",40.612397,-104.524796,0,2020,12,29,15,32
Friesen Inc,shopping_pos,23.47,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.115338,-117.759645,0,2020,12,29,15,49
Padberg-Rogahn,entertainment,19.3,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.667812,-111.226951,0,2020,12,29,15,33
Bahringer Group,health_fitness,65.58,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.460597,-123.780077,0,2020,12,29,15,48
"""Bradtke, Torp and Bahringe""",personal_care,20.17,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,37.389738,-121.795012,0,2020,12,29,15,61
Schumm PLC,health_fitness,2.68,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,42.023781,-101.153969,0,2020,12,29,15,38
Bins-Howell,personal_care,45.18,Kent,OR,45.0838,-120.6649,60,Museum education officer,46.072014,-120.059478,0,2020,12,29,15,78
Stark-Koss,home,126.64,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",34.161492,-105.165304,0,2020,12,29,15,32
Heathcote LLC,shopping_net,6.32,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.639659,-122.271675,0,2020,12,29,15,43
Wuckert-Goldne,home,158.17,Huslia,AK,65.6899,-156.292,277,"""Engineer, civil (consulting)""",66.650388,-156.083025,0,2020,12,29,15,55
Erdman-Durgan,health_fitness,6.86,Burbank,WA,46.1966,-118.9017,3684,Musician,45.820857,-118.129739,0,2020,12,29,15,39
Schmidt and Sons,shopping_net,8.26,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",39.77945,-111.243252,0,2020,12,29,15,30
Lemke-Gutmann,shopping_net,60.05,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,39.947072,-122.54077,0,2020,12,29,16,48
Kris-Padberg,shopping_pos,16.67,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,37.920191,-104.007111,0,2020,12,29,16,28
Cummerata-Hilpert,entertainment,82.73,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",45.441022,-103.81906,0,2020,12,29,16,47
"""Weber, Thiel and Hammes""",kids_pets,236.92,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",44.068209,-123.130384,0,2020,12,29,16,56
Rau-Robel,kids_pets,15.2,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",39.908217,-124.566091,0,2020,12,29,16,91
Dibbert-Green,entertainment,7.64,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.406327,-105.549735,0,2020,12,29,16,48
Collier LLC,home,12.57,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.816373,-111.978113,0,2020,12,29,16,39
"""Brown, Homenick and Lesch""",health_fitness,28.68,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.038379,-117.460837,0,2020,12,29,16,48
Nolan-Williamson,kids_pets,12.41,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,38.283631,-121.938814,0,2020,12,29,16,23
"""Streich, Rolfson and Wilderman""",kids_pets,114.15,June Lake,CA,37.7773,-119.0825,633,Health service manager,36.890665,-120.044144,0,2020,12,29,16,93
Gulgowski LLC,home,17.2,Sprague,NE,40.6267,-96.7456,142,Chiropodist,41.542584,-95.753551,0,2020,12,29,16,53
Kihn-Schuste,food_dining,44.14,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.065805,-94.985869,0,2020,12,29,16,33
"""Stehr, Jewess and Schimmel""",misc_net,3.5,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.606136,-89.990979,0,2020,12,29,16,35
Beer-Jast,kids_pets,107.79,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.133754,-106.519649,0,2020,12,29,16,48
Greenholt Lt,health_fitness,14.78,Moab,UT,38.5677,-109.5271,9772,Location manager,37.933517,-108.694482,0,2020,12,29,16,31
Kilback LLC,food_dining,135.49,Lowell,OR,43.921,-122.7806,1420,Systems analyst,44.644779,-122.196571,0,2020,12,29,16,55
"""Hermiston, Pacocha and Smith""",health_fitness,66.59,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.832773,-94.160598,0,2020,12,29,16,33
Heaney-Marquardt,entertainment,126.77,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",37.089213,-105.451792,0,2020,12,29,16,32
Koepp-Parke,grocery_pos,53.48,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.792504,-111.548716,0,2020,12,29,16,21
Reilly LLC,home,72.16,Smith River,CA,41.9404,-124.1587,1930,Web designer,42.263105,-124.525364,0,2020,12,29,16,37
"""Klocko, Runolfsdottir and Breitenberg""",health_fitness,49.66,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.664546,-105.768916,0,2020,12,29,16,81
Johns-Hoege,entertainment,61.2,Hatch,UT,37.7175,-112.4777,258,Geoscientist,37.851539,-113.347605,0,2020,12,29,16,59
Jacobi Inc,health_fitness,62.05,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,33.017108,-118.514709,0,2020,12,29,16,54
Kilback and Sons,entertainment,3.83,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",35.797289,-105.852863,0,2020,12,29,16,42
Rau-Robel,kids_pets,10.83,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",40.299318,-123.619679,0,2020,12,29,16,69
Ernser-Lynch,food_dining,36.5,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,46.038863,-121.672392,0,2020,12,29,16,35
"""Lakin, Ferry and Beatty""",food_dining,23.58,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",34.75221,-106.930441,0,2020,12,29,16,42
"""Runolfsdottir, Mueller and Han""",entertainment,83.88,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.179443,-110.398005,0,2020,12,29,16,33
